"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"E2001","Population at Each Census 1841 to 2016","1926","1926","20","Leitrim","1","Male","Number","29247"
"E2001","Population at Each Census 1841 to 2016","1926","1926","20","Leitrim","2","Female","Number","26660"
"E2001","Population at Each Census 1841 to 2016","1926","1926","21","Mayo","-","Both sexes","Number","172690"
"E2001","Population at Each Census 1841 to 2016","1926","1926","21","Mayo","1","Male","Number","86778"
"E2001","Population at Each Census 1841 to 2016","1926","1926","21","Mayo","2","Female","Number","85912"
"E2001","Population at Each Census 1841 to 2016","1926","1926","22","Roscommon","-","Both sexes","Number","83556"
"E2001","Population at Each Census 1841 to 2016","1926","1926","22","Roscommon","1","Male","Number","43281"
"E2001","Population at Each Census 1841 to 2016","1926","1926","22","Roscommon","2","Female","Number","40275"
"E2001","Population at Each Census 1841 to 2016","1926","1926","23","Sligo","-","Both sexes","Number","71388"
"E2001","Population at Each Census 1841 to 2016","1926","1926","23","Sligo","1","Male","Number","36666"
"E2001","Population at Each Census 1841 to 2016","1926","1926","23","Sligo","2","Female","Number","34722"
"E2001","Population at Each Census 1841 to 2016","1926","1926","24","Cavan","-","Both sexes","Number","82452"
"E2001","Population at Each Census 1841 to 2016","1926","1926","24","Cavan","1","Male","Number","43550"
"E2001","Population at Each Census 1841 to 2016","1926","1926","24","Cavan","2","Female","Number","38902"
"E2001","Population at Each Census 1841 to 2016","1926","1926","25","Donegal","-","Both sexes","Number","152508"
"E2001","Population at Each Census 1841 to 2016","1926","1926","25","Donegal","1","Male","Number","78100"
"E2001","Population at Each Census 1841 to 2016","1926","1926","25","Donegal","2","Female","Number","74408"
"E2001","Population at Each Census 1841 to 2016","1926","1926","26","Monaghan","-","Both sexes","Number","65131"
"E2001","Population at Each Census 1841 to 2016","1926","1926","26","Monaghan","1","Male","Number","33258"
"E2001","Population at Each Census 1841 to 2016","1926","1926","26","Monaghan","2","Female","Number","31873"
"E2001","Population at Each Census 1841 to 2016","1936","1936","-","State","-","Both sexes","Number","2968420"
"E2001","Population at Each Census 1841 to 2016","1936","1936","-","State","1","Male","Number","1520454"
"E2001","Population at Each Census 1841 to 2016","1936","1936","-","State","2","Female","Number","1447966"
"E2001","Population at Each Census 1841 to 2016","1936","1936","01","Carlow","-","Both sexes","Number","34452"
"E2001","Population at Each Census 1841 to 2016","1936","1936","01","Carlow","1","Male","Number","18066"
"E2001","Population at Each Census 1841 to 2016","1936","1936","01","Carlow","2","Female","Number","16386"
"E2001","Population at Each Census 1841 to 2016","1936","1936","02","Dublin","-","Both sexes","Number","586925"
"E2001","Population at Each Census 1841 to 2016","1936","1936","02","Dublin","1","Male","Number","277098"
"E2001","Population at Each Census 1841 to 2016","1936","1936","02","Dublin","2","Female","Number","309827"
"E2001","Population at Each Census 1841 to 2016","1936","1936","03","Kildare","-","Both sexes","Number","57892"
"E2001","Population at Each Census 1841 to 2016","1936","1936","03","Kildare","1","Male","Number","31956"
"E2001","Population at Each Census 1841 to 2016","1936","1936","03","Kildare","2","Female","Number","25936"
"E2001","Population at Each Census 1841 to 2016","1936","1936","04","Kilkenny","-","Both sexes","Number","68614"
"E2001","Population at Each Census 1841 to 2016","1936","1936","04","Kilkenny","1","Male","Number","36489"
"E2001","Population at Each Census 1841 to 2016","1936","1936","04","Kilkenny","2","Female","Number","32125"
"E2001","Population at Each Census 1841 to 2016","1936","1936","05","Laois","-","Both sexes","Number","50109"
"E2001","Population at Each Census 1841 to 2016","1936","1936","05","Laois","1","Male","Number","27149"
"E2001","Population at Each Census 1841 to 2016","1936","1936","05","Laois","2","Female","Number","22960"
"E2001","Population at Each Census 1841 to 2016","1936","1936","06","Longford","-","Both sexes","Number","37847"
"E2001","Population at Each Census 1841 to 2016","1936","1936","06","Longford","1","Male","Number","20152"
"E2001","Population at Each Census 1841 to 2016","1936","1936","06","Longford","2","Female","Number","17695"
"E2001","Population at Each Census 1841 to 2016","1936","1936","07","Louth","-","Both sexes","Number","64339"
"E2001","Population at Each Census 1841 to 2016","1936","1936","07","Louth","1","Male","Number","32829"
"E2001","Population at Each Census 1841 to 2016","1936","1936","07","Louth","2","Female","Number","31510"
"E2001","Population at Each Census 1841 to 2016","1936","1936","08","Meath","-","Both sexes","Number","61405"
"E2001","Population at Each Census 1841 to 2016","1936","1936","08","Meath","1","Male","Number","32501"
"E2001","Population at Each Census 1841 to 2016","1936","1936","08","Meath","2","Female","Number","28904"
"E2001","Population at Each Census 1841 to 2016","1936","1936","09","Offaly","-","Both sexes","Number","51308"
"E2001","Population at Each Census 1841 to 2016","1936","1936","09","Offaly","1","Male","Number","27555"
"E2001","Population at Each Census 1841 to 2016","1936","1936","09","Offaly","2","Female","Number","23753"
"E2001","Population at Each Census 1841 to 2016","1936","1936","10","Westmeath","-","Both sexes","Number","54706"
"E2001","Population at Each Census 1841 to 2016","1936","1936","10","Westmeath","1","Male","Number","29039"
"E2001","Population at Each Census 1841 to 2016","1936","1936","10","Westmeath","2","Female","Number","25667"
"E2001","Population at Each Census 1841 to 2016","1936","1936","11","Wexford","-","Both sexes","Number","94245"
"E2001","Population at Each Census 1841 to 2016","1936","1936","11","Wexford","1","Male","Number","48577"
"E2001","Population at Each Census 1841 to 2016","1936","1936","11","Wexford","2","Female","Number","45668"
"E2001","Population at Each Census 1841 to 2016","1936","1936","12","Wicklow","-","Both sexes","Number","58569"
"E2001","Population at Each Census 1841 to 2016","1936","1936","12","Wicklow","1","Male","Number","29868"
"E2001","Population at Each Census 1841 to 2016","1936","1936","12","Wicklow","2","Female","Number","28701"
"E2001","Population at Each Census 1841 to 2016","1936","1936","13","Clare","-","Both sexes","Number","89879"
"E2001","Population at Each Census 1841 to 2016","1936","1936","13","Clare","1","Male","Number","47957"
"E2001","Population at Each Census 1841 to 2016","1936","1936","13","Clare","2","Female","Number","41922"
"E2001","Population at Each Census 1841 to 2016","1936","1936","14","Cork","-","Both sexes","Number","355957"
"E2001","Population at Each Census 1841 to 2016","1936","1936","14","Cork","1","Male","Number","179620"
"E2001","Population at Each Census 1841 to 2016","1936","1936","14","Cork","2","Female","Number","176337"
"E2001","Population at Each Census 1841 to 2016","1936","1936","15","Kerry","-","Both sexes","Number","139834"
"E2001","Population at Each Census 1841 to 2016","1936","1936","15","Kerry","1","Male","Number","73503"
"E2001","Population at Each Census 1841 to 2016","1936","1936","15","Kerry","2","Female","Number","66331"
"E2001","Population at Each Census 1841 to 2016","1936","1936","16","Limerick","-","Both sexes","Number","141153"
"E2001","Population at Each Census 1841 to 2016","1936","1936","16","Limerick","1","Male","Number","72407"
"E2001","Population at Each Census 1841 to 2016","1936","1936","16","Limerick","2","Female","Number","68746"
"E2001","Population at Each Census 1841 to 2016","1936","1936","17","Tipperary","-","Both sexes","Number","137835"
"E2001","Population at Each Census 1841 to 2016","1936","1936","17","Tipperary","1","Male","Number","72397"
"E2001","Population at Each Census 1841 to 2016","1936","1936","17","Tipperary","2","Female","Number","65438"
"E2001","Population at Each Census 1841 to 2016","1936","1936","18","Waterford","-","Both sexes","Number","77614"
"E2001","Population at Each Census 1841 to 2016","1936","1936","18","Waterford","1","Male","Number","39528"
"E2001","Population at Each Census 1841 to 2016","1936","1936","18","Waterford","2","Female","Number","38086"
"E2001","Population at Each Census 1841 to 2016","1936","1936","19","Galway","-","Both sexes","Number","168198"
"E2001","Population at Each Census 1841 to 2016","1936","1936","19","Galway","1","Male","Number","89170"
"E2001","Population at Each Census 1841 to 2016","1936","1936","19","Galway","2","Female","Number","79028"
"E2001","Population at Each Census 1841 to 2016","1936","1936","20","Leitrim","-","Both sexes","Number","50908"
"E2001","Population at Each Census 1841 to 2016","1936","1936","20","Leitrim","1","Male","Number","27337"
"E2001","Population at Each Census 1841 to 2016","1936","1936","20","Leitrim","2","Female","Number","23571"
"E2001","Population at Each Census 1841 to 2016","1936","1936","21","Mayo","-","Both sexes","Number","161349"
"E2001","Population at Each Census 1841 to 2016","1936","1936","21","Mayo","1","Male","Number","83213"
"E2001","Population at Each Census 1841 to 2016","1936","1936","21","Mayo","2","Female","Number","78136"
"E2001","Population at Each Census 1841 to 2016","1936","1936","22","Roscommon","-","Both sexes","Number","77566"
"E2001","Population at Each Census 1841 to 2016","1936","1936","22","Roscommon","1","Male","Number","41308"
"E2001","Population at Each Census 1841 to 2016","1936","1936","22","Roscommon","2","Female","Number","36258"
"E2001","Population at Each Census 1841 to 2016","1936","1936","23","Sligo","-","Both sexes","Number","67447"
"E2001","Population at Each Census 1841 to 2016","1936","1936","23","Sligo","1","Male","Number","35371"
"E2001","Population at Each Census 1841 to 2016","1936","1936","23","Sligo","2","Female","Number","32076"
"E2001","Population at Each Census 1841 to 2016","1936","1936","24","Cavan","-","Both sexes","Number","76670"
"E2001","Population at Each Census 1841 to 2016","1936","1936","24","Cavan","1","Male","Number","41446"
"E2001","Population at Each Census 1841 to 2016","1936","1936","24","Cavan","2","Female","Number","35224"
"E2001","Population at Each Census 1841 to 2016","1936","1936","25","Donegal","-","Both sexes","Number","142310"
"E2001","Population at Each Census 1841 to 2016","1936","1936","25","Donegal","1","Male","Number","73924"
"E2001","Population at Each Census 1841 to 2016","1936","1936","25","Donegal","2","Female","Number","68386"
"E2001","Population at Each Census 1841 to 2016","1936","1936","26","Monaghan","-","Both sexes","Number","61289"
"E2001","Population at Each Census 1841 to 2016","1936","1936","26","Monaghan","1","Male","Number","31994"
"E2001","Population at Each Census 1841 to 2016","1936","1936","26","Monaghan","2","Female","Number","29295"
"E2001","Population at Each Census 1841 to 2016","1946","1946","-","State","-","Both sexes","Number","2955107"
"E2001","Population at Each Census 1841 to 2016","1946","1946","-","State","1","Male","Number","1494877"
"E2001","Population at Each Census 1841 to 2016","1946","1946","-","State","2","Female","Number","1460230"
"E2001","Population at Each Census 1841 to 2016","1946","1946","01","Carlow","-","Both sexes","Number","34081"
"E2001","Population at Each Census 1841 to 2016","1946","1946","01","Carlow","1","Male","Number","17702"
"E2001","Population at Each Census 1841 to 2016","1946","1946","01","Carlow","2","Female","Number","16379"
"E2001","Population at Each Census 1841 to 2016","1946","1946","02","Dublin","-","Both sexes","Number","636193"
"E2001","Population at Each Census 1841 to 2016","1946","1946","02","Dublin","1","Male","Number","292205"
"E2001","Population at Each Census 1841 to 2016","1946","1946","02","Dublin","2","Female","Number","343988"
"E2001","Population at Each Census 1841 to 2016","1946","1946","03","Kildare","-","Both sexes","Number","64849"
"E2001","Population at Each Census 1841 to 2016","1946","1946","03","Kildare","1","Male","Number","36057"
"E2001","Population at Each Census 1841 to 2016","1946","1946","03","Kildare","2","Female","Number","28792"
"E2001","Population at Each Census 1841 to 2016","1946","1946","04","Kilkenny","-","Both sexes","Number","66712"
"E2001","Population at Each Census 1841 to 2016","1946","1946","04","Kilkenny","1","Male","Number","35464"
"E2001","Population at Each Census 1841 to 2016","1946","1946","04","Kilkenny","2","Female","Number","31248"
